Season Number,Startup Name,Episode Number,Industry,Company Website,Started in,Number of Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Gross Margin in %,Net Margin,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Offered Equity,Received Offer,deal outcome,equity given (%),Total Deal Debt(in lakhs),Debt Interest,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,original ask amount in Cr.,valuation requested in Cr.,Total deal amount in Cr.,Deal valuation in Cr.,Deal status,Yearly revenue in Cr.,Monthy sales in Cr.,Revenue Type,Male Presenters,Female Presenters,Transgender Presenters
2,Freakins,33,Beauty/Fashion,https://freakins.com/,,2,0,Middle,Mumbai,Maharashtra,63,,Yes,,No,funded,No,1,1,Accepted,2.5,20,12,1,yes,No,0,0.7,70,0.5,20,deal made,,,No Data,2,0,0
2,Perfora,34,Furnishing/Household,https://perforacare.com/,,2,0,Young,"Ballarpur,Karnal","Haryana,Maharashtra",57,,Yes,,No,funded,No,1,1,Accepted,2.5,0,0,3,No,No,0,0.8,80,0.8,32,deal made,,,No Data,2,0,0
2,Cakelicious,35,Food,,,2,0,Middle,Kolkata,West Bengal,60,40,No,,No,funded,No,5,1,Accepted,20,0,0,1,No,No,0,0.25,5,0.25,1.25,deal made,,0.03,Monthly Only,0,2,0
2,Vaperfume,39,Furnishing/Household,http://www.vaperfume.com/,,1,0,Middle,Mumbai,Maharashtra,56,35,No,,No,funded,No,10,0,No Offer,0,0,0,0,No,No,0,1,10,0,0,no deal,,,No Data,1,0,0
2,Growit,40,Agriculture,https://thegrowit.com/,,2,0,Middle,Surat,Gujarat,22,,Yes,,No,funded,No,1,1,Accepted,1,50,10,2,No,No,0,1,100,0.5,50,deal made,,,No Data,2,0,0
2,Makino,41,Food,https://makino-new.myshopify.com/,2018,4,0,Young,Himmatnagar,Gujarat,40,,No,,No,funded,No,2,0,No Offer,0,0,0,0,No,No,0,2,100,0,0,no deal,,0.025,Monthly Only,4,0,0
2,Wol3D,41,Manufacturing,https://worldoflilliputs.com/,2016,4,1,Middle,Mumbai,Maharashtra,30,,No,,No,funded,No,1,1,Accepted,2,70,0,1,No,No,0,1.5,150,0.8,40,deal made,,,No Data,2,2,0
2,Healthymaster,44,Food,https://healthymaster.in/,2019,3,1,Middle,Bangalore,Karnataka,45,,Yes,,No,funded,No,2,1,Accepted,6.5,0,0,1,No,No,0,0.5,25,0.5,7.692307692,deal made,,0.2,Monthly Only,1,2,0
2,Thehealthyfactory,46,Food,https://www.thehealthfactory.in/,2018,2,0,Young,Mumbai,Maharashtra,56,,Yes,,No,funded,No,2.1,0,No Offer,0,0,0,0,No,No,0,0.75,35.71428571,0,0,no deal,,,No Data,2,0,0
2,Lilgoodness,48,Food,https://lilgoodness.com/,2020,2,0,Middle,Bangalore,Karnataka,65,,Yes,,No,funded,No,1,1,Accepted,1,50,10,1,No,No,0,1,100,0.5,50,deal made,,1.45,Monthly Only,2,0,0
2,Naara-Aaba,51,Liquor/Beverages,https://www.naaraaaba.com/,2017,2,1,Middle,Ziro,Arunachal Pradesh,50,18,No,,No,funded,No,2.5,1,Accepted,5,25,10,2,No,No,0,0.75,30,0.5,10,deal made,,,No Data,1,1,0
3,Goenchifeni,10,Liquor/Beverages,https://www.goenchi.com/homepage/,2023,2,0,Middle,Goa,Goa,42,,No,,No,funded,No,5,1,Accepted,15,0,0,1,No,No,0,1,20,2,13.33333333,deal made,,,No Data,1,1,0
3,Vold,17,Liquor/Beverages,https://www.voldenergy.in/,,1,0,Young,Ahmednagar,Maharashtra,38,25,No,,No,funded,No,2,1,Accepted,10,40,3,1,No,No,0,0.5,25,0.1,1,deal made,,0.03,Monthly Only,1,0,0
3,Hoora,18,Technology/Software,https://hoora.in/,2019,2,0,Middle,Nagpur,Maharashtra,60,,No,,yes,funded,No,2,0,No Offer,0,0,0,0,No,No,0,0.8,40,0,0,no deal,,0.31,Monthly Only,2,0,0
3,Avataarskincare,30,Beauty/Fashion,https://avataarskin.com/,2022,1,0,Middle,Bhopal,Madhya Pradesh,87,,Yes,,No,funded,No,1,1,Accepted,0.5,35,14,2,No,No,0,0.7,70,0.35,70,deal made,,0.6,Monthly Only,0,1,0
3,Fomo,31,Liquor/Beverages,https://fomobrews.com/,,2,0,Young,Bangalore,Karnataka,50,,No,,No,funded,No,4,1,Accepted,6,0,0,2,No,No,0,0.35,8.75,0.35,5.833333333,deal made,,0.034,Monthly Only,2,0,0
3,Flexifyme,38,Medical/Health,https://www.flexifyme.com/,2021,2,0,Middle,Pune,Maharashtra,60,,No,,No,funded,No,2,1,Accepted,1.32,50,10,1,No,No,0,1,50,0.5,37.87878788,deal made,,0.33,Monthly Only,2,0,0
4,Gozero,3,Food,https://letsgozero.in/,2022,1,0,Middle,Mumbai,Maharashtra,70,,Yes,,No,funded,No,1,1,Accepted,1.5,0,0,1,No,No,0,1,100,1,66.66666667,deal made,,3.3,Monthly Only,1,0,0
4,Prettylittleshop,10,Furnishing/Household,,2021,1,0,Young,Mumbai,Maharashtra,77,62,No,,No,funded,No,10,0,No Offer,0,0,0,0,No,No,0,0.3,3,0,0,no deal,,0.86,Monthly Only,0,1,0
1,Auli,12,Beauty/Fashion,https://aulilifestyle.com/,2017,1,0,Middle,Kolkata,West Bengal,80,10,No,,No,funded,No,4,1,Accepted,15,0,0,1,No,No,0,0.75,18.75,0.75,5,deal made,2.5,0.16,Both,0,1,0
1,Kabaddiadda,30,Sports,https://www.kabaddiadda.com/,2019,2,0,Middle,Bangalore,Karnataka,80,30,No,,No,funded,No,1,1,Accepted,6,0,0,2,No,No,0,0.8,80,0.8,13.33,deal made,2.5,,Yearly Only,2,0,0
2,Bluetea,26,Food,https://bluetea.co.in/,2018,2,0,Middle,"Faridabad,Kolkata","Haryana,West Bengal",,19,No,,No,funded,No,1,1,Accepted,3,25,12,1,No,No,0,0.75,75,0.5,16.66666667,deal made,10,,Yearly Only,2,0,0
2,Medulance,35,Medical/Health,https://medulance.com/,,2,0,Middle,Delhi,Delhi,,24,No,,No,funded,No,1,1,Accepted,2,0,0,3,No,No,0,2,200,2,100,deal made,2.4,,Yearly Only,2,0,0
2,Malaki,37,Liquor/Beverages,https://malaki.in/,,2,0,Middle,Mumbai,Maharashtra,56,13,No,,No,funded,No,1,1,Accepted,3,0,0,2,No,No,0,0.5,50,0.5,16.66666667,deal made,2.7,0.42,Both,2,0,0
2,Nishhair,50,Beauty/Fashion,https://nishhair.com/,2017,1,0,Middle,Mumbai,Maharashtra,,30,No,,No,funded,No,2,1,Accepted,2,0,0,1,No,No,0,1,50,1,50,deal made,6.7,0.8,Both,0,1,0
2,Stylobug,51,Beauty/Fashion,https://stylobug.com/,,2,,Middle,Delhi,Delhi,,18,No,,No,funded,No,2,1,Accepted,10,0,0,1,No,No,0,0.8,40,0.8,8,deal made,14,0.46,Both,1,1,0
3,Honesthome,1,Furnishing/Household,https://honesthome.in/,2019,1,0,Middle,Dhampur,Uttar Pradesh,,5,No,,No,funded,No,2,1,Accepted,3,0,0,1,No,yes,0,1,50,1,33.33333333,deal made,14,1.42,Both,1,0,0
3,Kalakaram,6,Manufacturing,https://kalakaram.com/,2022,1,0,Middle,Gurgaon,Haryana,,23,No,,No,funded,No,2.5,1,Accepted,6,0,0,3,No,No,0,0.5,20,0.6,0,deal made,5,0.5,Both,1,0,0
3,Tramboo,7,Sports,https://tramboosports.com/,2021,2,0,Young,Srinagar,Jammu & Kashmir,,25,No,,No,funded,No,3,1,Accepted,4,0,0,2,No,No,0,0.3,10,0.3,7.5,deal made,6,0.18,Both,2,0,0
3,Arata,10,Beauty/Fashion,https://www.arata.in/,2018,2,0,Middle,Delhi,Delhi,,5,No,,No,funded,No,1.25,1,Accepted,1.33,0,0,2,yes,No,0.6,1,80,1,75.18796992,deal made,1.7,2,Both,2,0,0
3,Alittleextra,15,Beauty/Fashion,https://alittleextra.co.in,,1,0,Middle,Guwahati,Assam,,11,No,,No,funded,No,6,1,Accepted,7.5,0,0,2,No,No,0,0.48,8,0.6,8,deal made,1.22,,Yearly Only,0,1,0
3,Kibo,16,Technology/Software,https://www.trestlelabs.com/,2019,2,1,Middle,"Faridabad,Ahmedabad","Haryana,Gujarat",,30,No,,yes,funded,No,1,1,Accepted,6,0,0,2,No,No,0,0.6,60,0.6,10,deal made,1.35,,Yearly Only,1,1,0
3,Chefling,21,Food,https://chefling.in/,,1,0,Young,Mumbai,Maharashtra,70,45,No,,No,funded,No,10,1,Accepted,16,0,0,4,No,No,0,0.4,4,0.4,2.5,deal made,0.2,0.02,Both,1,0,0
3,Flyrobe,28,Beauty/Fashion,https://flyrobe.com/home/,2020,1,0,Middle,Delhi,Delhi,,16,No,,No,funded,yes,1,1,Accepted,4,0,0,1,No,No,0,0.5,50,0.5,12.5,deal made,2.9,0.63,Both,0,1,0
3,Wiselife,29,Medical/Health,https://wiselife.in/,2020,2,1,Middle,Gurugram,Haryana,,3,No,,No,funded,No,2,1,Accepted,4,0,0,4,No,No,0,0.6,30,1.2,30,deal made,4,1,Both,1,1,0
3,Theshellhair,32,Beauty/Fashion,https://theshellhair.com/,2020,1,0,Young,Ajmer,Rajasthan,,35,No,,No,yes,No,3,1,Accepted,3,0,0,1,No,No,0,0.3,10,0.3,10,deal made,1.2,0.0973,Both,0,1,0
3,Namakwali,35,Food,https://www.namakwali.com/,2018,2,0,Middle,,Uttarakhand,,17,No,,No,funded,No,5,1,Accepted,5,40,8,1,No,No,0,0.5,10,0.1,2,deal made,0.38,0.03,Both,1,1,0
3,Sama,37,Services,https://www.sama.live/,2015,3,0,Middle,Delhi,"Delhi,Bihar,Kerala",,25,No,,No,funded,No,1,1,Accepted,1.5,0,0,3,No,No,0,1,100,1,66.66666667,deal made,6.4,1,Both,2,1,0
3,Katidhan,41,Manufacturing,https://katidhan.com/,2020,1,0,Middle,Bangalore,Karnataka,50,30,No,,No,yes,No,2.5,1,Accepted,5,75,10,1,No,No,0,1.5,60,0.75,15,deal made,0.6,,Yearly Only,1,0,0
3,Specops,42,Others,https://specops.in/,,1,0,Middle,,,20,8,No,,No,yes,No,2,1,Accepted,2,40,12,2,No,No,0,0.8,40,0.4,20,deal made,6.26,0.7,Both,1,0,0
3,Whysoblue,43,Beauty/Fashion,https://whysobluelove.com/,2015,2,0,Middle,Mumbai,Maharashtra,,10,No,,No,funded,No,3,1,Accepted,3,35,10,1,No,No,0,0.75,25,0.4,13.33333333,deal made,3,,Yearly Only,0,2,0
3,Popcorn,45,Food,https://pncpopcorn.com/,2019,1,0,Middle,Delhi,Delhi,65,15,No,,No,funded,No,7.5,1,Accepted,15,0,0,1,No,yes,0,0.75,10,0.75,5,deal made,1.8,,Yearly Only,1,0,0
3,Neonattack,50,Furnishing/Household,https://www.neonattack.com/,2020,2,0,Young,Hyderabad,Telangana,,15,No,,No,funded,No,3,1,Accepted,2,25,0,2,No,yes,0,0.75,25,0.5,25,deal made,10,0.63,Both,2,0,0
4,Speedkitchen,7,Food,https://speedkitchen.in/,2021,2,0,Middle,Delhi,Delhi,,2,No,,No,yes,No,3,1,Accepted,6,0,0,3,No,No,0,2,66.66666667,2,33.33333333,deal made,5.5,,Yearly Only,2,0,0
2,Honeyveda,22,Food,https://www.honeyveda.in/,,2,0,Middle,Ahmedabad,Gujarat,20,,No,,No,funded,No,7.5,1,Accepted,20,25,12,2,No,No,0,0.75,10,0.5,2.5,deal made,0.53,,Yearly Only,2,0,0
2,Swadeshiblessings,23,Furnishing/Household,https://www.swadeshiblessings.in/,2020,3,0,Middle,Udaipur,Rajasthan,60,,No,,No,funded,No,5,1,Accepted,5,25,12,2,No,No,0,0.5,10,0.25,5,deal made,1.2,0.28,Both,1,2,0
2,Hood,40,Technology/Software,https://www.hood.live/,2022,3,0,Middle,Gurgaon,Haryana,,,No,,No,funded,No,0.2,1,Accepted,0.54,60,12,2,No,No,0,1.2,600,0.6,111.1111111,deal made,0,,Yearly Only,3,0,0
2,Aadvik,43,Food,https://aadvikfoods.com/,,2,0,Middle,Delhi,Delhi,,,No,,No,funded,No,1.5,1,Accepted,1.5,45,12,1,No,No,0,0.6,40,0.15,10,deal made,7.2,0.5,Both,2,0,0
2,Nutricook,45,Food,https://www.nutricookindia.com/,,2,0,Middle,"Bangalore,Punganur","Karnataka,Andhra Pradesh",,,No,,No,funded,No,2,1,Accepted,10,50,12,1,No,No,0,1,50,0.5,5,deal made,0.13,,Yearly Only,1,1,0
2,Rubans,48,Beauty/Fashion,https://www.rubans.in/,2014,2,1,Middle,Bangalore,Karnataka,,,No,,No,funded,No,0.5,1,Accepted,1,50,12,3,No,No,0,1.5,300,1,100,deal made,51,,Yearly Only,1,1,0
3,Vecros,10,Technology/Software,https://vecros.com/,2018,2,0,Young,Delhi,Delhi,,,No,,No,funded,No,2.5,1,Accepted,1,80,10,1,No,No,0,1,40,0.2,20,deal made,0,0.09,Both,1,1,0
3,Toffeecoffeeroasters,19,Liquor/Beverages,https://toffeecoffeeroasters.com/,2019,2,1,Middle,Bangalore,Karnataka,62,,Yes,,No,funded,No,2,1,Accepted,2.33,25,10,1,No,No,0,0.6,30,0.35,15.02145923,deal made,2.3,0.33,Both,1,1,0
3,Aristavault,25,Manufacturing,https://www.aristavault.com/,2018,2,,Middle,Delhi,Delhi,,,No,,No,funded,No,1.5,1,Accepted,1,25,18,1,yes,No,0,0.45,30,0.2,20,deal made,3.6,0.65,Both,1,1,0
3,Niblerzz,34,Food,https://niblerzz.com/,2022,2,0,Middle,Mumbai,Maharashtra,,,Yes,,No,yes,No,3,1,Accepted,5,40,10,1,No,No,0,0.5,16.66666667,0.1,2,deal made,0.16,0.055,Both,0,2,0
3,Deeva,36,Beauty/Fashion,https://thedeeva.com/,2021,1,0,Middle,Bangana,Himachal Pradesh,60,,No,,No,funded,No,4,1,Accepted,6,125,10,3,No,No,0,2,50,0.75,12.5,deal made,7,0.58,Both,1,0,0
3,Idreamcareer,39,Technology/Software,https://idreamcareer.com/,2012,2,0,Middle,"Delhi,Bangalore","Delhi,Karnataka",,,Yes,,No,funded,No,1.28,1,Accepted,1,50,8,2,yes,No,0,1.1,85.9375,0.6,60,deal made,8.4,,Yearly Only,2,0,0
3,Smotect,40,Medical/Health,https://www.smotect.com/,2022,1,0,Middle,Mumbai,Maharashtra,80,,No,,No,yes,No,1,1,Accepted,5,50,15,1,yes,No,0,1,100,0.5,10,deal made,2.81,1,Both,1,0,0
3,Nemocare,43,Medical/Health,https://nemocare.in/,2016,2,0,Middle,"Hyderabad,Bangalore","Telangana,Karnataka",66,,Yes,,yes,funded,No,2.5,1,Accepted,0.67,80,10,1,No,No,0,1,40,0.2,29.85074627,deal made,0.9,,Yearly Only,1,1,0
3,Prorata,45,Services,https://www.proratacar.com/,2022,1,0,Middle,Bangalore,Karnataka,,,No,,No,funded,No,2,1,Accepted,10,50,14,2,No,No,0,1,50,0.5,5,deal made,0,,Yearly Only,1,0,0
3,Rocca,46,Food,https://myrocca.in/,2019,2,0,Young,Nagpur,Maharashtra,60,,No,,No,funded,No,4,1,Accepted,2.5,30,9,1,No,No,0,0.6,15,0.3,12,deal made,2.5,0.095,Both,1,1,0
4,Nurturinggreen,9,Furnishing/Household,https://nurturinggreen.in/,2010,1,0,Middle,Lucknow,Uttar Pradesh,,,No,,No,funded,yes,1,1,Accepted,1.25,50,10,1,No,No,0,1,100,0.5,40,deal made,28,4,Both,1,0,0
3,Wehear,7,Medical/Health,https://wehear.in/,2017,2,0,Middle,Ahmedabad,Gujarat,,,No,,yes,funded,No,1,1,Accepted,1,0,0,1,yes,No,1.5,2.5,250,2.5,250,deal made,2.82,0.93,Both,2,0,0
1,Bluepinefoods,1,Food,https://bluepinefoods.com/,2016,3,0,Middle,Delhi,Delhi,,,No,,No,funded,No,5,1,Accepted,16,0,0,3,No,No,0,0.5,10,0.75,4.69,deal made,0.95,0.08,Both,2,1,0
1,Boozscooters,1,Vehicles/Electrical Vehicles,https://www.boozup.net/,2017,1,0,Young,Ahmedabad,Gujarat,,,No,,No,funded,No,15,1,Accepted,50,0,0,2,No,No,0,0.4,2.67,0.4,0.8,deal made,0.04,0.004,Both,1,0,0
1,Tagzfoods,2,Food,https://tagzfoods.com/,2019,2,0,Middle,Bangalore,Karnataka,48,,No,,No,funded,No,1,1,Accepted,2.75,0,0,1,No,No,0,0.7,70,0.7,25.45,deal made,7,,Yearly Only,2,0,0
1,Bummer,4,Beauty/Fashion,https://bummer.in/,2020,1,0,Young,Ahmedabad,Gujarat,70,,No,,No,funded,No,4,1,Accepted,7.5,0,0,2,No,No,0,0.75,18.75,0.75,10,deal made,0.36,0.15,Both,1,0,0
1,Menstrupedia,6,Education,https://www.menstrupedia.com/,2012,2,1,Middle,Ahmedabad,Gujarat,27,,No,,No,funded,No,10,1,Accepted,20,0,0,1,No,No,0,0.5,5,0.5,2.5,deal made,1.15,,Yearly Only,1,1,0
1,Raisingsuperstars,7,Education,https://raisingsuperstars.com/india-page,2020,2,1,Middle,Gurgaon,Haryana,,,No,,No,funded,No,2,1,Accepted,4,0,0,2,No,No,0,1,50,1,25,deal made,13,,Yearly Only,1,1,0
1,Beyondsnack,8,Food,https://www.beyondsnack.in/,2020,1,0,Middle,Thiruvananthapuram,Kerala,51,,No,,No,funded,No,2.5,1,Accepted,2.5,0,0,2,No,No,0,0.5,20,0.5,20,deal made,0.6,0.206,Both,1,0,0
1,Vivalyfinnovations,8,Medical/Health,https://vivalyf.in/,2021,2,0,Young,Hyderabad,Telangana,,,No,,No,funded,No,7.5,1,Accepted,33.33,0,0,2,No,No,0,0.56,7.47,0.56,1.68,deal made,0,,Yearly Only,1,1,0
1,Motionbreeze,8,Vehicles/Electrical Vehicles,https://www.motionautomotive.in/,2018,4,0,Middle,Vadodara,Gujarat,,,No,,yes,funded,No,3,1,Accepted,6,0,0,1,No,No,0,0.3,10,0.3,5,deal made,0,,Yearly Only,4,0,0
1,Ariro,9,Manufacturing,https://arirotoys.com/,2020,2,1,Young,Chennai,Tamil Nadu,50,,No,,No,funded,No,2.5,1,Accepted,10,0,0,2,No,No,0,0.5,20,0.5,5,deal made,3,0.25,Both,1,1,0
1,Meatyour,10,Food,https://meatyour.com/,2020,3,0,Middle,Pune,Maharashtra,30,,No,,No,funded,No,5,1,Accepted,20,0,0,3,yes,No,0,0.3,6,0.3,1.5,deal made,1.3,0.028,Both,3,0,0
1,Eventbeep,10,Education,https://www.eventbeep.com/,2019,3,0,Young,Pune,Maharashtra,,,No,,No,funded,No,2,1,Accepted,3,0,0,3,No,No,0,0.3,15,0.3,10,deal made,1.2,,Yearly Only,2,1,0
1,Annie,13,Education,https://www.thinkerbelllabs.com/annie,2016,4,1,Young,Bangalore,Karnataka,50,,No,,No,funded,No,0.5,1,Accepted,3,0,0,3,No,No,0,0.3,60,1.05,35,deal made,5,0.04,Both,3,1,0
1,Theyarnbazaar,13,Manufacturing,https://theyarnbazaar.com/,2019,1,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,2,1,Accepted,10,0,0,4,No,No,0,0.5,25,1,10,deal made,1.8,,Yearly Only,1,0,0
1,Therenalproject,14,Medical/Health,https://www.therenalproject.com/,2019,1,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,3,1,Accepted,6,0,0,2,No,No,0,1,33.33,1,16.67,deal made,3,,Yearly Only,1,0,0
1,Cocofit,15,Food,https://www.cocofit.in/,2019,3,0,Middle,Hyderabad,Telangana,95,,No,,No,funded,No,5,1,Accepted,5,0,0,3,No,No,0,0.0000005,0,0.0000005,0,deal made,1,,Yearly Only,3,0,0
1,Bambooindia,16,Manufacturing,https://www.bambooindia.com/,2016,2,1,Middle,Pune,Maharashtra,,,No,,No,funded,No,4,1,Accepted,3.5,30,0,2,No,No,0,0.8,20,0.5,14.29,deal made,3.8,0.2,Both,1,1,0
1,Aasvidyalaya,17,Education,https://www.aasvidyalaya.com/,2019,2,1,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,3,1,Accepted,15,0,0,3,No,No,0,1.5,50,1.5,10,deal made,1.5,,Yearly Only,1,1,0
1,Roadbounce,17,Technology/Software,https://www.roadbounce.com/,2016,1,0,Middle,Pune,Maharashtra,,,No,,yes,funded,No,10,1,Accepted,20,0,0,1,No,No,0,0.8,8,0.8,4,deal made,2.5,,Yearly Only,1,0,0
1,Westock,19,Animal/Pets,https://www.brainwired.in/,2018,2,0,Middle,Ernakulam,Kerala,,,No,,No,funded,No,5,1,Accepted,10,0,0,4,No,No,0,0.5,10,0.6,6,deal made,0.54,,Yearly Only,2,0,0
1,Kgagrotech,24,Agriculture,https://www.instagram.com/jugaadu_kamlesh/,2022,2,0,Young,Malegaon,Maharashtra,,,No,,No,funded,No,10,1,Accepted,40,20,0,1,No,No,0,0.3,3,0.1,0.25,deal made,0,,Yearly Only,2,0,0
1,Sunfoxtechnologies,25,Medical/Health,https://www.sunfox.in/,2016,4,0,Young,Dehradun,Uttarakhand,,,No,,No,funded,No,2,1,Accepted,6,0,0,5,No,No,0,1,50,1,16.67,deal made,1.2,0.05,Both,4,0,0
1,Insurancesamadhan,27,Services,https://www.insurancesamadhan.com/,2016,3,0,Middle,Noida,Uttar Pradesh,,,No,,No,funded,No,1,1,Accepted,4,0,0,1,No,No,0,1,100,1,25,deal made,1.04,0.22,Both,2,1,0
1,Humpya2,28,Food,https://humpyfarms.com/,2017,3,0,Middle,Pune,Maharashtra,44,,No,,No,funded,No,4,1,Accepted,15,0,0,3,No,No,0,0.75,18.75,1,6.67,deal made,2.08,,Yearly Only,2,1,0
1,Goldsafesolutions,28,Manufacturing,https://www.goldlife.co.in/,2017,2,0,Middle,Mumbai,Maharashtra,25,,No,,No,funded,No,5,1,Accepted,30,0,0,3,No,No,0,0.5,10,0.5,1.67,deal made,0.6,,Yearly Only,2,0,0
1,Wakaofoods,29,Food,https://wakaofoods.com/,2021,1,0,Middle,Goa,Goa,,,No,,No,funded,No,5,1,Accepted,21,0,0,3,No,No,0,0.75,15,0.75,3.57,deal made,0.72,0.06,Both,1,0,0
1,Growfitter,32,Technology/Software,https://www.growfitter.com/,2021,2,0,Middle,Mumbai,Maharashtra,,,Yes,,No,funded,No,1,1,Accepted,2,0,0,1,yes,No,0,0.5,50,0.5,25,deal made,1.7,,Yearly Only,2,0,0
1,Storemygoods,36,Services,https://storemygoods.in/,2020,3,1,Middle,Noida,Uttar Pradesh,,,No,,No,funded,No,1.75,1,Accepted,4,50,0,2,No,No,0,1,57.14,0.5,12.5,deal made,1,,Yearly Only,2,1,0
2,Verymuchindian,2,Beauty/Fashion,https://www.verymuchindian.com/,2018,2,1,Middle,Pune,Maharashtra,35,,No,,No,funded,No,3,1,Accepted,10,0,0,2,No,No,0,0.5,16.67,0.5,5,deal made,1.5,,Yearly Only,1,1,0
2,Paradyes,9,Beauty/Fashion,https://www.birdsofparadyes.com/,2020,2,1,Young,Ahmedabad,Gujarat,,,No,,No,funded,No,1,1,Accepted,2,0,0,2,No,No,0,0.65,65,0.65,32.5,deal made,3.5,,Yearly Only,1,1,0
2,Zillionaire,10,Beauty/Fashion,https://zillionaireindia.com/,,2,0,Young,Jaipur,Rajasthan,,,No,,No,funded,No,3.3,1,Accepted,10,0,0,1,No,No,0,0.5,15.15151515,1,10,deal made,1,,Yearly Only,2,0,0
2,Solinas,16,Services,https://solinas.in/,2020,4,0,Middle,Chennai,Tamil Nadu,,,No,,No,funded,No,2,1,Accepted,3,0,0,2,No,No,0,0.9,45,0.9,30,deal made,1.2,,Yearly Only,3,1,0
2,Neomotion,18,Manufacturing,https://www.neomotion.in/,2020,3,0,Middle,Chennai,Tamil Nadu,,,No,,No,funded,No,1,1,Accepted,1,0,0,1,No,No,0,1,100,1,100,deal made,4.7,,Yearly Only,3,0,0
2,Licksters,18,Food,https://www.licksters.com/,,2,1,Middle,Nagpur,Maharashtra,,,No,,No,funded,No,5,1,Accepted,5,25,0,1,No,No,0,0.5,10,0.25,5,deal made,0.86,0.14,Both,1,1,0
2,Spicestory,19,Food,https://spice-story.in/,2019,3,0,Middle,Mumbai,Maharashtra,,,No,,No,funded,No,2,1,Accepted,5,0,0,1,No,No,0,0.7,35,0.7,14,deal made,4.1,0.57,Both,2,1,0
2,Dabble,21,Manufacturing,https://dabbleplayart.com/,,2,0,Middle,Bangalore,Karnataka,75,,No,,No,funded,No,10,1,Accepted,10,35,0,1,No,No,0,0.5,5,0.15,1.5,deal made,0.33,0.087,Both,0,2,0
2,Scrapuncle,25,Services,https://scrapuncle.com/,2020,1,0,Young,Delhi,Delhi,25,,No,,No,funded,No,3,1,Accepted,5,0,0,1,No,No,0,0.6,20,0.6,12,deal made,6,,Yearly Only,1,0,0
2,Manetain,25,Beauty/Fashion,https://manetain.in/,,2,0,Young,"Cochin,Mumbai","Kerala,Maharashtra",60,,No,,No,funded,No,2.5,1,Accepted,10,0,0,1,No,No,0,0.75,30,0.75,7.5,deal made,1,0.12,Both,0,2,0
2,Unstop,26,Technology/Software,https://unstop.com/,2022,1,0,Middle,Delhi,Delhi,90,,No,,No,funded,No,1,1,Accepted,4,0,0,4,No,No,0,1,100,2,50,deal made,16,,Yearly Only,1,0,0
2,Curesee,34,Medical/Health,https://curesee.com/,2019,3,0,Middle,Gurgaon,Haryana,,,No,,No,funded,No,5,1,Accepted,10,0,0,1,No,No,0,0.4,8,0.5,5,deal made,0,2.64,Both,3,0,0
2,Holokitab,36,Technology/Software,https://www.holokitab.in/,,2,0,Middle,Jalandhar,Punjab,,,No,,No,funded,No,10,1,Accepted,25,0,0,1,yes,No,0,0.45,4.5,0.45,1.8,deal made,0,,Yearly Only,2,0,0
3,Adilqadri,1,Beauty/Fashion,https://www.adilqadri.com/,2020,1,0,Young,Bilimora,Gujarat,70,,Yes,,No,funded,No,0.5,1,Accepted,1,0,0,1,No,yes,0,1,200,1,100,deal made,20.7,6,Both,1,0,0
3,Thecinnamonkitchen,2,Food,https://cinnamon.kitchen/,2019,1,0,Middle,Chandigarh,Punjab,,,No,,No,funded,No,2,1,Accepted,5,0,0,1,No,No,0,0.6,30,0.6,12,deal made,0.82,,Yearly Only,0,1,0
3,Intervue,2,Technology/Software,https://www.intervue.io/,2020,2,0,Young,"Ludhiana,Ghaziabad","Punjab,Uttar Pradesh",,,No,,No,funded,No,1,1,Accepted,2,0,0,1,No,No,0,1.5,150,1.5,75,deal made,8.7,,Yearly Only,2,0,0
3,Blix,3,Technology/Software,https://blix.in/,2021,1,0,Middle,Mumbai,Maharashtra,50,,No,,No,funded,No,2,1,Accepted,4,0,0,2,No,No,0,0.8,40,0.8,20,deal made,4,0.36,Both,1,0,0
3,Turms,4,Beauty/Fashion,https://urturms.com/,2022,1,0,Old,Bangalore,Karnataka,,,No,,No,funded,No,2,1,Accepted,4,0,0,1,No,No,0,1.2,60,1.2,30,deal made,0.7,0.86,Both,1,0,0
3,Mintree,4,Beauty/Fashion,https://mintree.us/,2018,1,0,Middle,Nagpur,Maharashtra,,,No,,No,funded,No,1,1,Accepted,1.5,0,0,2,No,No,0,0.9,90,0.9,60,deal made,9,,Yearly Only,0,1,0
3,Dilfoods,5,Food,https://dilfoods.in/,2022,1,0,Middle,Ranchi,Jharkhand,,,No,,No,funded,No,0.5,1,Accepted,2.67,0,0,4,No,No,0,0.5,100,2,74.90636704,deal made,7,,Yearly Only,0,1,0
3,Tiggle,8,Food,https://thetiggle.com/,2020,1,0,Young,Agra,Uttar Pradesh,,,No,,No,funded,No,5,1,Accepted,20,0,0,2,No,yes,0,0.5,10,0.5,2.5,deal made,1.5,0.12,Both,0,1,0
